0.000000000000000000e+00,4.299199999999999733e+01,0.000000000000000000e+00,1.903259999999999863e+01,0.000000000000000000e+00,3.587200000000000166e+00
2.999999999999999737e-04,4.299199999999999733e+01,2.999999999999999737e-04,1.905389999999999873e+01,2.999999999999999737e-04,3.582699999999999996e+00
5.999999999999999474e-04,4.300000000000000000e+01,5.999999999999999474e-04,1.905389999999999873e+01,5.999999999999999474e-04,3.586500000000000021e+00
8.000000000000000383e-04,4.300000000000000000e+01,8.000000000000000383e-04,1.907529999999999859e+01,8.000000000000000383e-04,3.588600000000000012e+00
1.100000000000000066e-03,4.300399999999999778e+01,1.100000000000000066e-03,1.904939999999999856e+01,1.100000000000000066e-03,3.588000000000000078e+00
1.399999999999999986e-03,4.300399999999999778e+01,1.399999999999999986e-03,1.907379999999999853e+01,1.399999999999999986e-03,3.585500000000000131e+00
1.699999999999999905e-03,4.300399999999999778e+01,1.699999999999999905e-03,1.908289999999999864e+01,1.699999999999999905e-03,3.587600000000000122e+00
1.899999999999999996e-03,4.300399999999999778e+01,1.899999999999999996e-03,1.908449999999999847e+01,1.899999999999999996e-03,3.589599999999999902e+00
2.200000000000000133e-03,4.300000000000000000e+01,2.200000000000000133e-03,1.907069999999999865e+01,2.200000000000000133e-03,3.587499999999999911e+00
2.500000000000000052e-03,4.300000000000000000e+01,2.500000000000000052e-03,1.909509999999999863e+01,2.500000000000000052e-03,3.589799999999999880e+00
2.799999999999999972e-03,4.300399999999999778e+01,2.799999999999999972e-03,1.909359999999999857e+01,2.799999999999999972e-03,3.591499999999999915e+00
3.099999999999999891e-03,4.300399999999999778e+01,3.099999999999999891e-03,1.909669999999999845e+01,3.099999999999999891e-03,3.592200000000000060e+00
3.299999999999999982e-03,4.300000000000000000e+01,3.299999999999999982e-03,1.910729999999999862e+01,3.299999999999999982e-03,3.590199999999999836e+00
3.599999999999999901e-03,4.300399999999999778e+01,3.599999999999999901e-03,1.909819999999999851e+01,3.599999999999999901e-03,3.592400000000000038e+00
3.899999999999999821e-03,4.300399999999999778e+01,3.899999999999999821e-03,1.910889999999999844e+01,3.899999999999999821e-03,3.590399999999999814e+00
4.199999999999999740e-03,4.300399999999999778e+01,4.199999999999999740e-03,1.908599999999999852e+01,4.199999999999999740e-03,3.587899999999999867e+00
4.400000000000000265e-03,4.300399999999999778e+01,4.400000000000000265e-03,1.910889999999999844e+01,4.400000000000000265e-03,3.589999999999999858e+00
4.700000000000000185e-03,4.300800000000000267e+01,4.700000000000000185e-03,1.911039999999999850e+01,4.700000000000000185e-03,3.594599999999999795e+00
5.000000000000000104e-03,4.300399999999999778e+01,5.000000000000000104e-03,1.907529999999999859e+01,5.000000000000000104e-03,3.592600000000000016e+00
5.300000000000000024e-03,4.300399999999999778e+01,5.300000000000000024e-03,1.910889999999999844e+01,5.300000000000000024e-03,3.592299999999999827e+00
5.599999999999999943e-03,4.300800000000000267e+01,5.599999999999999943e-03,1.909819999999999851e+01,5.599999999999999943e-03,3.592400000000000038e+00
5.799999999999999600e-03,4.300800000000000267e+01,5.799999999999999600e-03,1.910889999999999844e+01,5.799999999999999600e-03,3.596299999999999830e+00
