0.000000000000000000e+00,2.597942300000000159e+03
2.999999999999999737e-04,2.597942300000000159e+03
5.999999999999999474e-04,2.597942300000000159e+03
8.000000000000000383e-04,2.597942300000000159e+03
1.100000000000000066e-03,2.597942300000000159e+03
1.399999999999999986e-03,2.597942300000000159e+03
1.699999999999999905e-03,2.597942300000000159e+03
1.899999999999999996e-03,2.597942300000000159e+03
2.200000000000000133e-03,2.597942300000000159e+03
2.500000000000000052e-03,2.597942300000000159e+03
2.799999999999999972e-03,2.597942300000000159e+03
3.099999999999999891e-03,2.597942300000000159e+03
3.299999999999999982e-03,2.597942300000000159e+03
3.599999999999999901e-03,2.597942300000000159e+03
3.899999999999999821e-03,2.606902300000000196e+03
4.199999999999999740e-03,2.606902300000000196e+03
4.400000000000000265e-03,2.597942300000000159e+03
4.700000000000000185e-03,2.597942300000000159e+03
5.000000000000000104e-03,2.597942300000000159e+03
5.300000000000000024e-03,2.597942300000000159e+03
5.599999999999999943e-03,2.597942300000000159e+03
5.799999999999999600e-03,2.597942300000000159e+03
6.100000000000000387e-03,2.597942300000000159e+03
6.400000000000000307e-03,2.597942300000000159e+03
6.700000000000000226e-03,2.597942300000000159e+03
6.899999999999999883e-03,2.597925499999999829e+03
7.199999999999999803e-03,2.597925499999999829e+03
7.499999999999999722e-03,2.597925499999999829e+03
7.799999999999999642e-03,2.597925499999999829e+03
8.099999999999999561e-03,2.597925499999999829e+03
8.300000000000000086e-03,2.597925499999999829e+03
8.600000000000000006e-03,2.597925499999999829e+03
8.899999999999999925e-03,2.597925499999999829e+03
9.199999999999999845e-03,2.597925499999999829e+03
9.400000000000000369e-03,2.597925499999999829e+03
9.700000000000000289e-03,2.597925499999999829e+03
1.000000000000000021e-02,2.597925499999999829e+03
1.030000000000000013e-02,2.597925499999999829e+03
1.060000000000000005e-02,2.606882799999999861e+03
1.080000000000000057e-02,2.606882799999999861e+03
1.110000000000000049e-02,2.597773700000000190e+03
1.140000000000000041e-02,2.597773700000000190e+03
1.170000000000000033e-02,2.597773700000000190e+03
1.190000000000000085e-02,2.597773700000000190e+03
1.220000000000000077e-02,2.597773700000000190e+03
1.250000000000000069e-02,2.597773700000000190e+03
1.280000000000000061e-02,2.597773700000000190e+03
1.310000000000000053e-02,2.597773700000000190e+03
1.329999999999999932e-02,2.597773700000000190e+03
1.359999999999999924e-02,2.597773700000000190e+03
1.389999999999999916e-02,2.597773700000000190e+03
1.420000000000000082e-02,2.597773700000000190e+03
1.439999999999999961e-02,2.597773700000000190e+03
1.469999999999999953e-02,2.597773700000000190e+03
1.499999999999999944e-02,2.597793700000000172e+03
1.529999999999999936e-02,2.597793700000000172e+03
1.559999999999999928e-02,2.597793700000000172e+03
1.580000000000000154e-02,2.597793700000000172e+03
1.609999999999999973e-02,2.597793700000000172e+03
1.640000000000000138e-02,2.597793700000000172e+03
1.669999999999999957e-02,2.597793700000000172e+03
1.689999999999999836e-02,2.597793700000000172e+03
1.720000000000000001e-02,2.606753999999999905e+03
1.750000000000000167e-02,2.606753999999999905e+03
1.779999999999999985e-02,2.597793700000000172e+03
1.810000000000000150e-02,2.597793700000000172e+03
1.830000000000000029e-02,2.597793700000000172e+03
1.859999999999999848e-02,2.597793700000000172e+03
1.890000000000000013e-02,2.597793700000000172e+03
1.919999999999999832e-02,2.597793700000000172e+03
1.940000000000000058e-02,2.597605300000000170e+03
1.969999999999999876e-02,2.597605300000000170e+03
2.000000000000000042e-02,2.597605300000000170e+03
2.029999999999999860e-02,2.597605300000000170e+03
2.060000000000000026e-02,2.597605300000000170e+03
2.079999999999999905e-02,2.597605300000000170e+03
2.110000000000000070e-02,2.597605300000000170e+03
2.110000000000000070e-02,2.597605300000000170e+03
2.139999999999999888e-02,2.597605300000000170e+03
2.170000000000000054e-02,2.597605300000000170e+03
2.189999999999999933e-02,2.597605300000000170e+03
2.220000000000000098e-02,2.597605300000000170e+03
2.249999999999999917e-02,2.597605300000000170e+03
2.280000000000000082e-02,2.597605300000000170e+03
2.309999999999999901e-02,2.597605300000000170e+03
2.330000000000000127e-02,2.597605300000000170e+03
2.359999999999999945e-02,2.597605300000000170e+03
2.390000000000000110e-02,2.597605300000000170e+03
2.419999999999999929e-02,2.597605300000000170e+03
2.440000000000000155e-02,2.606563999999999851e+03
2.469999999999999973e-02,2.606563999999999851e+03
2.500000000000000139e-02,2.606563999999999851e+03
2.529999999999999957e-02,2.597605300000000170e+03
2.560000000000000123e-02,2.597605300000000170e+03
2.580000000000000002e-02,2.597605300000000170e+03
2.610000000000000167e-02,2.597605300000000170e+03
2.639999999999999986e-02,2.597605300000000170e+03
2.670000000000000151e-02,2.606563999999999851e+03
2.690000000000000030e-02,2.606563999999999851e+03
2.719999999999999848e-02,2.597619299999999839e+03
2.750000000000000014e-02,2.597619299999999839e+03
2.779999999999999832e-02,2.597619299999999839e+03
2.809999999999999998e-02,2.597619299999999839e+03
2.829999999999999877e-02,2.597619299999999839e+03
2.860000000000000042e-02,2.597619299999999839e+03
2.889999999999999861e-02,2.597619299999999839e+03
2.920000000000000026e-02,2.597619299999999839e+03
2.939999999999999905e-02,2.597619299999999839e+03
2.970000000000000070e-02,2.597619299999999839e+03
2.999999999999999889e-02,2.597619299999999839e+03
3.030000000000000054e-02,2.597619299999999839e+03
3.059999999999999873e-02,2.597619299999999839e+03
3.080000000000000099e-02,2.597619299999999839e+03
3.109999999999999917e-02,2.597619299999999839e+03
3.139999999999999736e-02,2.597619299999999839e+03
3.169999999999999901e-02,2.597619299999999839e+03
3.189999999999999780e-02,2.597619299999999839e+03
3.219999999999999946e-02,2.597619299999999839e+03
3.250000000000000111e-02,2.597619299999999839e+03
3.280000000000000276e-02,2.597619299999999839e+03
3.309999999999999748e-02,2.597619299999999839e+03
3.330000000000000321e-02,2.597619299999999839e+03
3.359999999999999792e-02,2.597436299999999846e+03
3.389999999999999958e-02,2.597436299999999846e+03
3.420000000000000123e-02,2.597436299999999846e+03
3.440000000000000002e-02,2.606394200000000183e+03
3.470000000000000168e-02,2.606394200000000183e+03
3.500000000000000333e-02,2.606394200000000183e+03
3.529999999999999805e-02,2.597436299999999846e+03
3.559999999999999970e-02,2.597436299999999846e+03
3.579999999999999849e-02,2.597436299999999846e+03
3.610000000000000014e-02,2.597436299999999846e+03
3.640000000000000180e-02,2.597436299999999846e+03
3.670000000000000345e-02,2.597436299999999846e+03
3.690000000000000224e-02,2.597436299999999846e+03
3.719999999999999696e-02,2.597436299999999846e+03
3.749999999999999861e-02,2.597449999999999818e+03
3.780000000000000027e-02,2.597449999999999818e+03
3.810000000000000192e-02,2.597449999999999818e+03
3.830000000000000071e-02,2.597449999999999818e+03
3.860000000000000236e-02,2.597449999999999818e+03
3.889999999999999708e-02,2.597449999999999818e+03
3.919999999999999873e-02,2.597449999999999818e+03
3.939999999999999752e-02,2.597449999999999818e+03
3.969999999999999918e-02,2.597449999999999818e+03
4.000000000000000083e-02,2.597449999999999818e+03
4.030000000000000249e-02,2.606408199999999852e+03
4.050000000000000128e-02,2.606408199999999852e+03
